episode,reward,steps,avg10,avg100,avg100success,epsilon,time_elapsed,real_time_elapsed,timestamp
100,-2.7547399606704723,180,-2.3705605185508736,-1.0488345449860577,17.0,0.9516933769307994,0.004410666000000063,0.0,2025-04-10 15:20:17.586138
200,-1.8065678138732915,80,1.5622880098169138,-0.8734067741688368,14.000000000000002,0.9052674235521029,0.0012799589999996641,0.0,2025-04-10 15:20:17.930976
300,-2.452710126876832,150,-2.0454890761102056,-0.3516833937074692,18.0,0.8611062428400729,0.00405174999999991,0.0,2025-04-10 15:20:18.272220
400,5.3686133013805355,179,0.2942258825245947,-0.5024333042840219,21.0,0.8190993535905904,0.006188624999999615,0.0,2025-04-10 15:20:18.661726
500,-2.6593749732971204,165,-1.445910153545606,-0.6851843375309534,15.0,0.7791416641455342,0.0025546250000001436,0.0,2025-04-10 15:20:19.037254
600,-1.8031587762832646,86,-0.009390847419689985,-0.026641711987839534,22.0,0.7411332094774175,0.003156458000000306,0.0,2025-04-10 15:20:19.421819
700,-2.092134238243104,109,-1.112003347734267,-0.3157826472965544,21.0,0.7049789010996835,0.0017465830000000793,0.0,2025-04-10 15:20:19.820519
800,8.779842447614298,101,1.5209989921131135,0.2599823846154406,25.0,0.6705882891769959,0.0016625000000001222,0.0,2025-04-10 15:20:20.206676
900,10.608119338623265,85,-0.5080273398313105,-0.3956431271593939,21.0,0.6378753362403742,0.0014608340000004105,0.0,2025-04-10 15:20:20.632767
1000,-2.385734510421754,143,-0.7673846319851446,-0.4897622633854127,19.0,0.6067582019410674,0.003933209000000382,0.0,2025-04-10 15:20:20.998863
1100,-2.472537321090699,152,-0.6078722098103573,-0.34033316677668574,20.0,0.5771590383046616,0.002635458999999507,0.0,2025-04-10 15:20:21.393992
1200,7.271073295857226,108,0.861775426873997,0.23645242128228752,23.0,0.5490037949732016,0.0017688329999998587,0.0,2025-04-10 15:20:21.789455
1300,12.357246554085398,133,0.1554948657432343,-0.5259063188893733,18.0,0.5222220339480774,0.00221025000000008,0.0,2025-04-10 15:20:22.211016
1400,-1.746087352752686,74,-2.3995549767494206,-1.3703876040685576,11.0,0.49674675337021873,0.0011953330000000761,0.0,2025-04-10 15:20:22.681834
1500,-2.43376146888733,155,-1.0399022629535595,-0.6122696925601675,16.0,0.47251421989671744,0.006405875000000449,0.0,2025-04-10 15:20:23.099688
1600,-2.6827265081405653,170,-1.0818633743232855,-0.7052615120204954,16.0,0.44946380925453877,0.004226458999999849,0.0,2025-04-10 15:20:23.563662
1700,-2.8956401395797746,205,-2.592385902309419,-0.6657972604975414,15.0,0.4275378545724137,0.0071838749999990625,0.0,2025-04-10 15:20:24.024215
1800,-2.7000980224609386,181,-0.10025179608742434,-0.40491719318862013,19.0,0.4066815021114777,0.006714667000000674,0.0,2025-04-10 15:20:24.525264
1900,-2.3655264472961437,150,0.5046552529519618,0.025899913240969474,22.0,0.38684257403372235,0.006120874999998804,0.0,2025-04-10 15:20:25.018853
2000,-2.6329375715255745,168,0.9261870528963385,-0.5005281462399505,18.0,0.3679714378649446,0.004392541000001415,0.0,2025-04-10 15:20:25.515957
2100,-3.0814166889190693,238,-0.025056083358931593,0.25032378572890013,24.0,0.35002088232561296,0.011505665999999692,0.0,2025-04-10 15:20:26.046239
2200,-2.6052483654022227,166,-1.5170880054506164,-0.4496906856403621,19.0,0.33294599921901236,0.004528624999998954,0.0,2025-04-10 15:20:26.555471
2300,-2.5988716697692884,165,-0.3071232486329257,-0.6706602069114885,18.0,0.3167040710811749,0.004584874999999045,0.0,2025-04-10 15:20:27.092429
2400,-2.2932795667648325,129,1.3398784599067168,-0.865589653863975,17.0,0.3012544643115281,0.002011417000000293,0.0,2025-04-10 15:20:27.663902
2500,-2.1318893241882333,113,0.7851238847331828,-0.24675841442302107,23.0,0.2865585275168893,0.0017757910000000265,0.0,2025-04-10 15:20:28.181750
2600,-2.901882947921754,204,-0.6656936418601432,0.00542590921542907,24.0,0.2725794948144954,0.0071738750000012175,0.0,2025-04-10 15:20:28.788597
2700,-2.172086110115052,131,0.11840894441543184,-0.20938660518604832,24.0,0.2592823938521472,0.005963249999998865,0.0,2025-04-10 15:20:29.414756
2800,7.728342798035994,130,3.782802887620666,0.17668460370344966,24.0,0.2466339583153596,0.002023499999999956,0.0,2025-04-10 15:20:30.040626
2900,7.9341845633295405,143,0.9784857215572726,-0.26455142689856953,19.0,0.23460254470262715,0.0022365840000002635,0.0,2025-04-10 15:20:30.669243
3000,-2.8220526771545424,208,-1.4368184818883694,-0.4829307048619633,20.0,0.22315805316059978,0.010780499999999194,0.0,2025-04-10 15:20:31.304142
3100,-2.551552251815797,187,-1.326240639331273,-0.6685095512752559,18.0,0.21227185218111316,0.010976290999998639,0.0,2025-04-10 15:20:32.012557
3200,-2.78068647670746,178,-1.833938361805607,-0.42556014502318296,20.0,0.20191670697168435,0.0027954580000013607,0.0,2025-04-10 15:20:32.775102
3300,-2.174863405227662,130,-2.6002541504859935,-1.2049619968229663,13.0,0.19206671132027073,0.006484166999999985,0.0,2025-04-10 15:20:33.578342
3400,-2.4701740770339975,193,-0.8114606849057464,-0.39252650224358865,21.0,0.1826972227838353,0.01503608300000181,0.0,2025-04-10 15:20:34.434902
3500,-2.5299438171386726,173,1.1742390984704412,-0.0368783121502125,25.0,0.1737848010385734,0.008510499999999865,0.0,2025-04-10 15:20:35.412110
3600,-2.4412851161956794,144,-0.8568308947835102,0.21567030672950388,30.0,0.1653071492375671,0.0022279169999990245,0.0,2025-04-10 15:20:36.268873
3700,-2.8207489233016982,182,1.1256180715179065,0.20513825468216004,27.0,0.15724305822915946,0.0028030839999999557,0.0,2025-04-10 15:20:37.051723
3800,-3.2736928291320817,282,-0.6398544096300478,-0.17774007851435528,24.0,0.14957235349649245,0.018316709000000486,0.0,2025-04-10 15:20:38.033519
3900,-2.5545185041427625,173,0.6826561818848313,-0.08518414955447906,25.0,0.14227584468546683,0.008606583999998918,0.0,2025-04-10 15:20:38.922841
4000,-1.9608541488647466,97,0.8992047130705558,1.2815150776506083,36.0,0.13533527759485164,0.00318370799999812,0.0,2025-04-10 15:20:39.896395
4100,-2.9644229354858407,247,-0.439613967197894,0.18166946632959713,26.0,0.12873328850843568,0.017172915999999816,0.0,2025-04-10 15:20:40.790852
4200,-2.4644561481475837,196,-1.8584193553584314,0.6180761580402906,34.0,0.12245336075496815,0.015875916999998907,0.0,2025-04-10 15:20:41.880342
4300,-4.734943659782413,566,0.3134970373185448,0.9246059535987472,33.0,0.11647978338721439,0.05934533399999964,0.0,2025-04-10 15:20:42.888742
4400,9.540771932624736,156,3.329474971947255,1.6465038102895442,39.0,0.11079761187674808,0.008691082999998656,0.0,2025-04-10 15:20:44.010087
4500,8.653954635296188,173,1.6484724772065245,1.08333114539465,36.0,0.10539263072614893,0.0050375420000001725,0.0,2025-04-10 15:20:45.153306
4600,-1.8451682767868047,85,3.244359694003131,2.0159432703926305,43.0,0.10025131790506973,0.0016062500000018076,0.0,2025-04-10 15:20:46.080326
4700,11.278642760262686,145,2.6597167545363734,2.0043616724769544,43.0,0.09536081102119956,0.0024779999999964275,0.0,2025-04-10 15:20:47.346802
4800,-3.2377268791198746,310,0.14139151011519738,1.3973420497786702,42.0,0.09070887514149145,0.02921349999999734,0.0,2025-04-10 15:20:48.688655
4900,3.2125167672117243,253,3.526669795043741,1.6332228594694322,43.0,0.08628387218314981,0.021717541999997536,0.0,2025-04-10 15:20:49.762769
5000,12.461413606875205,167,2.976686349550593,2.627345897908008,52.0,0.082074731797801,0.016161415999995654,0.0,2025-04-10 15:20:51.015071
5100,-4.0093204498291035,435,-0.012489180868604288,2.2262007874914116,48.0,0.07807092367600618,0.04660499999999956,0.0,2025-04-10 15:20:52.457867
5200,-2.9556756305694596,205,-0.7346817819617844,1.7701305687465114,43.0,0.07426243120282834,0.008181917000001704,0.0,2025-04-10 15:20:53.908487
5300,12.976862584360502,356,4.312914655311394,2.8325061691946227,52.0,0.07063972639854567,0.04076149999999501,0.0,2025-04-10 15:20:55.281846
