episode,height,reward,steps,success,epsilon,actions_forward,actions_backward,actions_left,actions_right
8860,112.11559653140571,13.01752717020937,110,True,0.21149002019638505,1,5,0,4
8861,128.69577090701506,-3.120622656485218,136,False,0.21127853017618867,2,2,12,13
8862,90.31213591915167,9.709713202648997,92,True,0.21106725164601248,0,3,0,0
8863,138.23463316206588,9.376645502213897,113,True,0.21085618439436646,0,0,1,0
8864,84.47451472882855,13.416850946448559,85,True,0.2106453282099721,0,0,0,0
8865,158.44821612763207,-3.039074484327677,134,False,0.21043468288176212,4,6,1,3
8866,90.49015508963988,11.057891611313034,93,True,0.21022424819888036,1,0,0,3
8867,118.53020067981976,16.59208365592321,109,True,0.21001402395068147,3,2,0,1
8868,95.2861892616086,13.216636116601723,95,True,0.2098040099267308,0,1,0,3
8869,106.29300171372728,-3.428412645805694,97,False,0.20959420591680405,0,0,0,0
8870,142.5539877807065,-3.4639691734471043,143,False,0.20938461171088726,15,11,1,2
8871,98.77026840918157,17.998252703268186,100,True,0.20917522709917638,0,1,5,0
8872,55.60223030503911,13.894412556261937,70,True,0.2089660518720772,0,2,0,0
8873,152.53843417316034,16.39166498203364,120,True,0.20875708582020513,1,0,0,0
8874,71.67787754672109,16.840221550691272,83,True,0.20854832873438492,2,2,0,0
8875,92.77327570538662,20.090262928649764,98,True,0.20833978040565054,2,1,3,1
8876,61.17917859941444,11.150083200206767,76,True,0.20813144062524488,2,0,0,2
8877,124.88974682100876,15.427285854138294,113,True,0.20792330918461963,0,2,4,1
8878,68.85186777000499,16.146083639775288,83,True,0.207715385875435,0,3,1,2
8879,104.74928715757122,9.415156243191845,102,True,0.20750767048955956,1,0,1,4
8880,122.28721337362884,15.455039205380046,115,True,0.20730016281907002,1,4,5,0
8881,87.66757649382859,16.10737491100947,93,True,0.20709286265625096,4,0,0,2
8882,157.06245970770294,-3.9388341410876806,156,False,0.20688576979359471,6,5,11,13
8883,100.90485471378898,16.820823321247676,100,True,0.2066788840238011,1,0,0,4
8884,54.06490930688602,-3.2794114634553484,71,False,0.2064722051397773,1,0,2,0
8885,108.88092371670949,7.511688579062416,102,True,0.2062657329346375,3,0,0,1
8886,68.2429630824661,-3.367855278735719,78,False,0.20605946720170287,0,0,0,1
8887,98.27672810212692,17.343768149798482,107,True,0.20585340773450117,0,3,3,8
8888,126.41973510505993,16.470897514752465,116,True,0.20564755432676668,3,1,1,4
8889,78.33809460369716,15.21781654250719,88,True,0.20544190677243993,4,1,1,0
8890,67.69521044272473,12.182631356515957,84,True,0.2052364648656675,1,3,4,0
8891,105.68513327582062,16.67873231999873,104,True,0.20503122840080182,2,3,0,2
8892,69.3244249604875,16.952883856214804,81,True,0.20482619717240103,1,0,3,0
8893,154.26491128327928,-3.780602689955805,188,False,0.20462137097522862,13,14,20,22
8894,154.0155985322159,10.259385736021672,170,True,0.20441674960425338,19,17,9,6
8895,76.89171729979714,11.13758588351372,84,True,0.20421233285464913,0,2,1,0
8896,90.56989805952153,-3.2822042359902466,90,False,0.20400812052179448,0,1,0,0
8897,55.476328234050115,12.770849296629454,73,True,0.2038041124012727,1,1,3,0
8898,55.49147944297308,13.349732459629752,69,True,0.2036003082888714,1,0,0,0
8899,76.35588951664465,12.545796297636109,82,True,0.20339670798058254,0,0,0,1
8900,95.59461030011148,18.511510900280264,96,True,0.20319331127260196,0,3,1,0
8901,112.12895257388604,11.301436890943808,99,True,0.20299011796132935,0,0,0,0
8902,159.67674097514117,11.807925514225522,129,True,0.20278712784336803,4,1,2,1
8903,74.89299348687645,14.721509558776136,93,True,0.20258434071552467,3,5,3,2
8904,115.05832723310722,-3.073304903138229,125,False,0.20238175637480915,7,7,4,6
8905,140.86385053197802,-3.5254255331505346,123,False,0.20217937461843435,0,1,5,4
8906,154.07979641033594,-3.49766123616977,129,False,0.2019771952438159,3,0,2,5
8907,68.51258343485293,5.032778302251918,78,True,0.2017752180485721,1,0,1,0
8908,58.00340448059249,12.744838198796689,75,True,0.20157344283052353,4,0,0,1
8909,139.13181402076418,7.929751848650369,130,True,0.201371869387693,6,8,1,3
8910,80.77072476363722,-2.782943574522195,86,False,0.2011704975183053,1,0,2,0
8911,146.2326586527321,16.10277032185596,121,True,0.200969327020787,5,0,0,0
8912,76.49079508451581,5.314507064263749,80,True,0.2007683576937662,0,0,0,0
8913,116.37179421941465,11.329935242357655,106,True,0.20056758933607244,3,1,0,0
8914,136.07644217119986,12.855358338165962,115,True,0.20036702174673637,0,3,1,0
8915,102.07053692370958,17.12648756347028,113,True,0.20016665472498962,3,1,5,9
8916,116.37135907128655,10.079820346942958,108,True,0.19996648807026463,0,2,4,0
8917,152.03838616255766,-3.6087800308567584,155,False,0.19976652158219435,14,14,4,5
8918,58.31550036783479,-3.3876377707007723,70,False,0.19956675506061217,0,0,0,0
8919,61.88162505382556,-3.2246109987476745,78,False,0.19936718830555156,0,1,2,3
8920,102.42360979178152,-3.3975582341564854,95,False,0.199167821117246,0,0,0,0
8921,52.16237104897824,7.08964000832975,68,True,0.19896865329612876,0,0,0,2
8922,155.64373758249837,-3.51565666512636,122,False,0.19876968464283262,0,1,1,0
8923,93.66886755086719,11.43479538266026,100,True,0.1985709149581898,5,1,3,1
8924,157.72265818108727,-3.6660264373782745,124,False,0.1983723440432316,0,2,0,1
8925,59.101758065058405,19.04632926101846,75,True,0.19817397169918835,0,0,3,1
8926,140.2838941173249,12.674345736276535,120,True,0.19797579772748916,0,4,1,2
8927,79.79736852298946,10.684635625229355,85,True,0.19777782192976168,2,0,0,0
8928,135.0773567528789,-3.5886826445866253,116,False,0.19758004410783192,0,4,0,1
8929,94.78397836132453,-3.706192655534988,94,False,0.1973824640637241,0,0,2,0
8930,153.62830709754058,-3.34015260636597,118,False,0.19718508159966036,0,0,0,0
8931,127.18115669430972,-3.4921762270800576,107,False,0.1969878965180607,0,0,0,0
8932,63.1998582346987,11.310617056403142,80,True,0.19679090862154264,4,0,0,3
8933,120.49782130994424,15.469083196323597,105,True,0.1965941177129211,0,0,1,0
8934,108.2565419847067,16.412319426400902,101,True,0.19639752359520818,0,0,3,0
8935,147.85750360122432,16.83622271553874,127,True,0.19620112607161297,1,2,3,4
8936,80.88242245392273,22.72437545239915,95,True,0.19600492494554136,4,0,2,5
8937,96.59340845946357,3.71307199583332,117,True,0.19580892002059583,5,7,7,6
8938,85.28757674285794,15.276514528880906,94,True,0.19561311110057522,0,5,0,3
8939,54.40953403466086,15.888532256598907,70,True,0.19541749798947464,2,0,0,0
8940,63.54670185104223,15.821948838425222,76,True,0.19522208049148515,0,2,0,0
8941,152.8289795721441,9.68009337663982,120,True,0.19502685841099365,2,0,0,0
8942,118.99164092256011,16.391588204699538,109,True,0.19483183155258266,0,1,4,1
8943,83.34501751223436,7.054324549682278,89,True,0.19463699972103007,3,1,0,0
8944,82.52149776664051,22.057162839616133,97,True,0.19444236272130905,5,2,1,4
8945,130.87569032396965,15.388413099636196,115,True,0.19424792035858773,0,2,0,4
8946,69.78430059951981,11.754941130830218,78,True,0.19405367243822916,0,1,0,0
8947,121.72199211198404,5.287068595803522,112,True,0.19385961876579094,3,3,0,2
8948,100.94104523566341,11.649957410671869,96,True,0.19366575914702516,1,0,0,1
8949,150.18966255337187,11.839007021660025,129,True,0.19347209338787813,1,6,5,0
8950,80.17617645157527,11.112558875112832,86,True,0.19327862129449025,0,2,0,1
8951,153.79821012263213,14.511290378089988,122,True,0.19308534267319577,0,1,2,0
8952,116.69645516771348,-3.3565388664450158,131,False,0.19289225733052257,7,7,5,10
8953,100.5428324535873,15.212126996807322,98,True,0.19269936507319205,3,0,1,0
8954,115.45118024871678,14.892673276796335,103,True,0.19250666570811886,0,0,1,0
8955,146.1159190699327,-3.231701374680446,119,False,0.19231415904241075,0,2,1,1
8956,104.82897140746275,10.05281312294807,95,True,0.19212184488336834,0,0,0,0
8957,109.24137248766371,19.13354308876223,109,True,0.19192972303848496,0,4,5,1
8958,95.26180293600657,13.394821359472765,93,True,0.19173779331544646,0,2,0,0
8959,109.50434677330702,-3.324052866061316,127,False,0.19154605552213103,1,3,12,13
8960,151.85550751102738,-3.7302779743986187,171,False,0.1913545094666089,16,13,10,14
8961,115.47856018889173,11.299053275214792,103,True,0.19116315495714228,1,0,0,1
8962,64.49946361704707,14.075571982130034,85,True,0.19097199180218513,4,1,1,5
8963,111.71540086698022,12.570792511878262,104,True,0.19078101981038295,3,0,1,0
8964,72.57479502249899,8.701904510734845,78,True,0.19059023879057257,0,0,0,0
8965,155.43217186562057,-3.713019234565297,124,False,0.190399648551782,1,0,0,3
8966,58.618439070807895,15.463366351597621,78,True,0.19020924890323024,3,0,3,1
8967,51.57423288080263,17.395406356543862,71,True,0.190019039654327,1,0,0,4
8968,131.45066836934433,-2.8956586490839467,115,False,0.1898290206146727,3,3,0,1
8969,104.04860083565069,7.0280955418966595,100,True,0.189639191594058,2,0,3,0
8970,103.34123282488886,15.633050269968512,103,True,0.18944955240246394,0,5,2,0
8971,153.39011115795165,16.326622056955365,128,True,0.18926010285006148,2,5,1,1
8972,89.30902087709552,16.298443149022507,96,True,0.18907084274721142,0,2,5,1
8973,81.62948579339417,15.76428420733824,89,True,0.1888817719044642,3,0,0,2
8974,133.8183858605605,11.982427536034278,114,True,0.18869289013255974,0,0,4,0
8975,118.11145166469291,16.602749345604348,103,True,0.18850419724242717,0,0,0,0
8976,87.11008589903744,-3.5133673103898984,88,False,0.18831569304518475,0,1,0,0
8977,89.06778888590662,6.552232735931975,95,True,0.18812737735213958,4,0,0,3
8978,80.3842461220768,15.936579357004693,85,True,0.18793924997478745,0,1,0,0
8979,149.2519222531007,-3.40182239786009,125,False,0.18775131072481266,2,3,0,3
8980,55.604233549536715,6.435867773678351,70,True,0.18756355941408784,0,0,1,1
8981,148.58445808098094,11.763577117181002,122,True,0.18737599585467374,0,5,1,0
8982,96.54054156299048,13.391374611517364,97,True,0.18718861985881907,2,0,3,0
8983,125.90047639736791,-3.497174260242283,111,False,0.18700143123896026,2,0,0,2
8984,82.48348797783437,8.605003140249874,86,True,0.1868144298077213,0,0,0,2
8985,127.35535239582607,13.781196231312899,109,True,0.18662761537791359,0,0,2,0
8986,73.77836911121588,19.131695716987767,79,True,0.18644098776253568,0,0,0,0
8987,149.97949729318856,-3.721975143287862,124,False,0.18625454677477313,5,0,0,1
8988,107.04852304819599,-3.342375577291232,98,False,0.18606829222799837,0,0,1,0
8989,93.94107354035799,15.833871860766557,94,True,0.18588222393577036,0,1,2,0
8990,71.25549556064612,15.675070956652908,100,True,0.1856963417118346,10,5,5,2
8991,68.2204407743275,5.253198957346034,78,True,0.18551064537012277,1,0,0,1
8992,108.11579886851484,-3.105976246493941,119,False,0.18532513472475265,10,8,3,1
8993,115.15005849879768,15.610303071932702,106,True,0.1851398095900279,1,3,1,0
8994,103.51753568521185,11.127449259300047,101,True,0.18495466978043787,0,3,3,0
8995,106.35897386352255,7.81920385976056,111,True,0.18476971511065743,3,2,5,4
8996,136.0770085021576,17.28953513612165,120,True,0.18458494539554676,5,4,0,0
8997,158.7811580643541,13.936910628631331,145,True,0.1844003604501512,6,1,7,10
8998,120.73156558823122,8.784313052755715,103,True,0.18421596008970106,0,0,0,0
8999,59.45398920242856,16.044784956946135,79,True,0.18403174412961137,4,1,0,3
9000,65.1629656260541,2.465640553001756,99,True,0.18384771238548175,11,7,2,5
9001,147.62265226054302,-3.491509575475888,158,False,0.18366386467309628,12,11,11,8
9002,109.83110551457762,13.094869462159991,112,True,0.1834802008084232,4,6,3,0
9003,155.0625268142203,-3.387350290631046,123,False,0.1832967206076148,0,1,0,3
9004,76.44839745257796,19.383268618419052,83,True,0.18311342388700716,1,0,0,0
9005,88.65669498863552,12.797484555885816,90,True,0.18293031046312017,0,1,1,0
9006,147.19464945615601,-2.989802025044531,117,False,0.18274738015265704,0,1,0,1
9007,54.749299925634844,13.185620421937674,78,True,0.18256463277250437,2,3,3,2
9008,138.95995478123245,5.743330610865656,113,True,0.18238206813973187,0,1,0,0
9009,92.32812609185638,9.166035664671332,92,True,0.18219968607159215,1,0,0,1
9010,122.36144822443656,12.395638228375368,117,True,0.18201748638552057,4,1,6,1
9011,74.61250587244493,8.880257519862957,90,True,0.18183546889913504,0,3,2,5
9012,153.9233688259489,-3.482525360102151,148,False,0.1816536334302359,10,12,3,4
9013,83.78967341699067,12.563740559477585,90,True,0.18147197979680568,0,2,0,3
9014,68.95513457643679,13.196252873131606,83,True,0.18129050781700887,2,1,1,2
9015,87.35701198731724,14.192939048279879,96,True,0.18110921730919186,2,2,1,4
9016,141.4342656016595,-3.6514851063086837,115,False,0.18092810809188267,0,0,0,1
9017,118.27253245229612,15.52100818890902,107,True,0.18074717998379078,0,2,2,0
9018,113.46609495451719,11.010922207683622,100,True,0.180566432803807,0,0,0,0
9019,67.8180147619913,6.964885527732237,82,True,0.18038586637100318,0,1,4,1
9020,99.71864483597766,-3.3579921671668798,103,False,0.18020548050463217,4,2,0,3
9021,84.27204096685423,14.20947082850832,94,True,0.18002527502412755,0,3,4,1
9022,79.98079342382495,7.724383977634496,88,True,0.17984524974910343,4,0,0,1
9023,64.3243858220445,9.881491432435068,73,True,0.17966540449935434,0,0,0,0
9024,51.27171308786011,-3.126906415284642,65,False,0.179485739094855,0,0,0,0
9025,63.93071129634984,11.395236726802546,81,True,0.17930625335576014,0,4,3,0
9026,109.11654490370174,11.905877376018095,107,True,0.17912694710240437,2,1,5,1
9027,102.91918221095212,12.591833217758452,97,True,0.17894782015530197,0,0,2,0
9028,136.61414107889217,9.039547403475499,132,True,0.17876887233514668,8,8,4,1
9029,148.95175488436627,16.34858772643813,129,True,0.17859010346281154,1,5,5,1
9030,80.90456490390415,14.707086071171727,87,True,0.17841151335934874,0,2,0,1
9031,121.12066530762085,15.527086947309957,106,True,0.1782331018459894,2,0,0,0
9032,142.1784635231751,15.104144833584465,116,True,0.17805486874414342,2,0,0,0
9033,134.02359971102777,16.482806084077296,114,True,0.17787681387539928,0,0,4,0
9034,154.3085116788218,-3.3837754805397813,148,False,0.17769893706152387,9,14,3,3
9035,124.99366020459733,-3.7384951144448944,124,False,0.17752123812446235,9,7,0,2
9036,58.34386179732835,-2.9914017806323976,71,False,0.1773437168863379,0,0,0,1
9037,99.52916394860611,11.787376084265743,97,True,0.17716637316945158,3,0,0,1
9038,88.70039054253303,17.69572750688016,89,True,0.17698920679628213,1,0,0,0
9039,137.31649894809263,11.949805956807202,115,True,0.17681221758948584,2,0,0,2
9040,140.43486723048932,-3.6072692344118247,119,False,0.17663540537189637,1,1,3,1
9041,77.52163460998807,-3.216109109477513,84,False,0.1764587699665245,0,2,0,0
9042,143.9641487996425,-3.1574081218666468,126,False,0.17628231119655796,6,6,0,0
9043,66.60498190601155,11.41786373641914,78,True,0.1761060288853614,1,0,0,2
9044,64.55462495056813,16.000320287726804,81,True,0.17592992285647605,2,1,4,0
9045,127.91478495808941,17.47151971897556,111,True,0.17575399293361957,0,1,0,2
9046,95.04538955272409,5.99041357569074,95,True,0.17557823894068594,0,1,1,2
9047,118.60384246723521,15.016989671553864,109,True,0.17540266070174526,2,0,0,4
9048,156.01565705986843,-3.462337166976358,123,False,0.17522725804104353,0,0,0,3
9049,100.15206170628716,6.903623658352354,100,True,0.1750520307830025,1,4,2,0
9050,106.7748591723333,-3.654473023295516,99,False,0.1748769787522195,1,0,0,0
9051,118.556797905282,-3.380005294768983,105,False,0.1747021017734673,0,1,0,1
9052,67.21072157413872,17.592220328483,77,True,0.1745273996716938,0,0,1,0
9053,121.7221548937166,4.1204456322635625,139,True,0.17435287227202212,13,10,7,5
9054,83.47565846408072,8.895274198243383,88,True,0.1741785193997501,3,0,0,0
9055,57.81028462697252,7.1081414876748115,73,True,0.17400434088035036,1,0,0,2
9056,79.1038306913352,7.736138945716577,86,True,0.17383033653947,1,2,0,1
9057,132.3277535688236,15.694278272274873,114,True,0.17365650620293052,0,1,3,0
9058,68.20798597056319,19.574747837289387,82,True,0.1734828496967276,2,0,2,1
9059,71.45787494868364,20.460139214220213,87,True,0.17330936684703085,0,2,5,1
9060,120.97668059137321,-3.304546584991334,123,False,0.17313605748018382,3,5,6,5
9061,79.3604008432247,7.836447367128896,84,True,0.17296292142270364,0,1,1,0
9062,56.101401643245744,15.9033047694956,71,True,0.17278995850128093,0,2,0,0
9063,114.26032396141709,8.033730354647279,101,True,0.17261716854277964,0,0,1,0
9064,61.074381396026794,19.71337044176817,79,True,0.17244455137423687,3,0,4,0
9065,100.16411763985195,7.7867243074124595,99,True,0.17227210682286262,1,0,1,4
9066,131.9281395132227,-3.044889293357312,113,False,0.17209983471603976,1,0,0,3
9067,99.63361318135796,13.317145069904745,100,True,0.17192773488132373,2,2,1,1
9068,104.0798718203001,15.981150017547352,100,True,0.17175580714644242,0,2,1,1
9069,99.73023147471798,13.961997459245273,97,True,0.17158405133929597,3,0,0,0
9070,132.04436520398144,-3.42910893069301,109,False,0.17141246728795667,0,0,0,0
9071,99.3782764665794,17.500857331700274,95,True,0.1712410548206687,1,0,0,0
9072,134.19694993239767,11.41245924456327,118,True,0.17106981376584804,0,1,1,6
9073,60.08526734431091,14.480205195152651,80,True,0.17089874395208218,2,1,5,1
9074,64.58430050986256,4.966492923307118,78,True,0.1707278452081301,0,3,1,0
9075,132.30324632671795,13.048958611273763,116,True,0.17055711736292198,1,5,0,1
9076,64.90657300213105,6.489231682214935,78,True,0.17038656024555907,3,0,0,1
9077,113.56202555311204,15.336399071970167,106,True,0.1702161736853135,0,2,2,1
9078,157.0574521482967,-3.3750839366418894,122,False,0.17004595751162818,0,1,1,0
9079,144.21243814823202,-3.5179203389768623,169,False,0.16987591155411655,21,21,5,8
9080,102.71334533861994,12.85795494289413,99,True,0.16970603564256243,0,2,1,1
9081,140.4987913813461,15.476824455703657,122,True,0.16953632960691986,2,0,5,2
9082,120.69053034190652,11.852624719004345,113,True,0.16936679327731294,3,0,2,4
9083,99.93647894500063,15.855356534684027,95,True,0.16919742648403563,0,0,1,0
9084,84.23024830765694,12.032705261305022,93,True,0.1690282290575516,4,1,2,1
9085,75.21736805526473,14.027957836679638,87,True,0.16885920082849407,2,0,4,1
9086,137.2548432861584,12.236654063914912,117,True,0.16869034162766558,1,2,0,2
9087,118.56175183455709,-3.596425023978072,103,False,0.1685216512860379,0,0,0,0
9088,120.89383981920946,16.19616698417451,117,True,0.16835312963475188,6,1,5,1
9089,113.79898384307792,19.698965081611302,102,True,0.16818477650511712,0,0,0,1
9090,51.27208743628135,10.899986550642293,68,True,0.168016591728612,1,0,0,2
9091,128.37164490415893,11.65286677371218,110,True,0.1678485751368834,1,0,1,1
9092,107.278030300876,-3.440472451554551,101,False,0.1676807265617465,2,0,1,0
9093,151.12420633745649,-3.509883305298487,118,False,0.16751304583518475,0,0,0,0
9094,107.38287785656104,13.473042768392336,104,True,0.16734553278934958,1,2,0,3
9095,148.86183703587918,13.999040776601808,120,True,0.16717818725656022,0,3,0,0
9096,119.86251304003163,-3.0493441751465413,107,False,0.16701100906930366,1,0,2,1
9097,76.63002740383193,8.450081976100023,84,True,0.16684399806023437,2,0,1,0
9098,74.48785137194272,13.680446774908727,83,True,0.16667715406217412,0,1,0,2
9099,90.73348586585965,17.11271400984237,96,True,0.16651047690811194,4,0,1,2
9100,125.42063299463955,16.033484723341832,111,True,0.16634396643120383,1,0,4,0
9101,83.02707894513384,-3.169133730373677,84,False,0.16617762246477263,0,0,0,0
9102,81.17674543361598,13.08282820271549,87,True,0.16601144484230787,0,2,1,0
9103,121.77953309229969,12.62018811042451,109,True,0.16584543339746557,1,2,0,2
9104,108.5521444559208,13.802001404357416,101,True,0.16567958796406812,0,1,2,0
9105,72.64032403198536,-3.299592444108739,82,False,0.16551390837610405,0,2,0,1
9106,145.92372514419088,12.086790230166924,157,True,0.16534839446772795,18,16,3,5
9107,93.46103698997155,-3.3055262437377575,93,False,0.16518304607326023,1,0,2,0
9108,108.79546243073443,8.479192182005741,101,True,0.16501786302718696,2,0,0,1
9109,140.7733178290779,13.053923568182524,117,True,0.16485284516415977,2,1,0,1
9110,144.3396796519619,-3.5304412563033214,119,False,0.1646879923189956,0,2,1,1
9111,118.99800696723072,10.246250943981023,105,True,0.1645233043266766,0,0,0,2
9112,130.23891957913077,12.206666507503844,111,True,0.16435878102234994,0,2,0,1
9113,99.74319451783205,17.632743050829838,98,True,0.16419442224132758,0,1,3,0
9114,103.9380581477698,7.8733583754612795,100,True,0.16403022781908624,0,1,0,4
9115,155.33494879887306,-3.4610062994553843,149,False,0.16386619759126717,10,13,3,4
9116,86.4139034831096,12.745276041246012,93,True,0.1637023313936759,0,3,3,0
9117,87.62263431662991,14.988785515478645,97,True,0.16353862906228223,4,2,4,0
9118,151.96120941885596,7.61028894056167,171,True,0.16337509043321993,19,19,5,10
9119,124.63207735432458,14.203812072257511,141,True,0.16321171534278672,18,15,1,1
9120,82.33887904664579,14.707006515690006,92,True,0.16304850362744394,1,4,1,1
9121,152.62982941795298,-3.3477695779544456,123,False,0.1628854551238165,2,0,3,0
9122,114.50352828045233,8.95321274615409,102,True,0.16272256966869267,1,0,0,0
9123,52.885758178861565,19.649291002046382,71,True,0.16255984709902396,0,3,1,0
9124,54.77068040305323,18.290803640773344,71,True,0.16239728725192493,2,0,0,1
9125,86.10892044830136,12.640670165077628,92,True,0.162234889964673,3,0,2,1
9126,117.81892617340016,14.50447331416348,106,True,0.16207265507470833,2,0,1,0
9127,152.6185758159743,-3.35927048423327,149,False,0.16191058241963363,16,14,1,0
9128,76.06575525465827,8.972436908546715,86,True,0.161748671837214,0,2,2,1
9129,127.93828121913803,10.795269444905736,112,True,0.1615869231653768,1,0,4,0
9130,85.19458820780252,14.873286079737811,90,True,0.16142533624221142,0,1,3,0
9131,120.49032995830265,15.745962652291036,105,True,0.1612639109059692,0,0,0,1
9132,58.76593772996985,11.875388380616712,73,True,0.16110264699506324,1,0,0,2
9133,137.76856438280277,-3.610819218731389,115,False,0.16094154434806818,0,0,3,0
9134,80.82436852242124,-2.9388671595715197,83,False,0.1607806028037201,0,0,0,0
9135,105.30202358947811,-3.5255713277164964,104,False,0.1606198222009164,0,3,3,1
9136,92.3035152104919,19.150622734378878,99,True,0.16045920237871547,0,5,4,0
9137,57.0632071441456,6.142001292778513,74,True,0.16029874317633674,2,2,1,0
9138,118.85730652973871,-3.7908715839968394,125,False,0.16013844443316042,8,10,3,0
9139,114.33158010538088,-3.6111149071720723,101,False,0.15997830598872725,0,0,0,0
9140,81.43168002523458,-3.1853791231831394,85,False,0.15981832768273851,0,0,0,1
9141,50.37209344280033,7.789578249684203,68,True,0.15965850935505577,0,1,2,0
9142,96.00481444247896,12.300684614017852,97,True,0.1594988508457007,2,0,1,2
9143,94.95083798879247,10.809946117720049,104,True,0.159339351994855,3,5,2,3
9144,84.46726104153865,10.701330540565484,87,True,0.15918001264286014,0,1,1,0
9145,140.17158173846215,11.869428086142449,116,True,0.15902083263021727,0,0,3,0
9146,139.3821911802625,-3.7542373307119132,176,False,0.15886181179758704,25,23,6,10
9147,64.1791403829685,9.884925575845271,75,True,0.15870294998578946,1,0,0,0
9148,73.75034221706171,-3.266332435359669,82,False,0.15854424703580366,1,1,0,0
9149,152.6423820755951,-3.616811788167729,128,False,0.15838570278876787,3,3,1,2
9150,156.19577966108255,-3.197048820524128,129,False,0.15822731708597912,6,2,1,1
9151,123.38260900242113,16.850471619870067,117,True,0.15806908976889314,3,0,2,6
9152,97.03292784507295,10.674402106397118,101,True,0.15791102067912424,3,0,4,2
9153,144.86845458134115,-3.659637879373116,182,False,0.1577531096584451,23,18,13,14
9154,92.11838434541849,17.623879465263997,98,True,0.15759535654878667,1,2,5,0
9155,62.15413296341318,10.492880527330794,79,True,0.1574377611922379,0,3,0,4
9156,134.32830976439982,-3.2820780420237394,110,False,0.15728032343104567,0,0,0,0
9157,146.90006278632373,-3.1690590066014757,125,False,0.15712304310761463,3,5,2,0
9158,67.34507699815443,17.516165094602766,80,True,0.15696592006450702,0,2,0,2
9159,121.18826868172589,14.613740396084605,119,True,0.15680895414444251,3,2,3,7
9160,87.32056317323992,-3.1316653356307533,91,False,0.15665214519029808,0,0,0,4
9161,147.72226960739914,-3.455821456476283,157,False,0.15649549304510776,18,19,3,1
9162,125.09600708160932,-3.4321164315648858,110,False,0.15633899755206265,0,1,2,1
9163,73.12938020102148,12.690690463244954,83,True,0.15618265855451058,3,0,1,0
9164,61.460558916147534,15.650057435514606,80,True,0.15602647589595606,4,1,2,1
9165,115.2759092172022,17.461999581058535,133,True,0.1558704494200601,14,13,4,0
9166,108.44541199271005,6.98311259942558,105,True,0.15571457897064003,4,1,1,1
9167,103.405233652244,18.99046549835613,104,True,0.15555886439166938,0,4,1,3
9168,141.02300006023918,14.086846434264329,123,True,0.1554033055272777,4,1,0,5
9169,70.98324154055165,18.30175372796672,81,True,0.15524790222175044,0,0,0,3
9170,127.89212973070578,14.684022305946966,114,True,0.1550926543195287,0,5,0,2
9171,159.07598448856845,-3.835293717094929,144,False,0.15493756166520917,2,0,8,12
9172,143.26447475442694,-3.5841229248414663,124,False,0.15478262410354396,1,4,2,2
9173,85.37405410996918,10.759377761256072,87,True,0.15462784147944042,1,0,0,0
9174,52.23079990247952,14.3275817399077,66,True,0.154473213637961,0,0,0,0
9175,158.57882678341312,10.172792117748084,143,True,0.15431874042432303,8,8,4,2
9176,145.6237488530159,-3.587792829012634,117,False,0.1541644216838987,1,0,0,0
9177,134.1723471891691,14.689646410552367,111,True,0.15401025726221482,0,1,0,0
9178,79.47984109677091,-3.28065155610041,87,False,0.1538562470049526,1,1,1,1
9179,71.07933240837997,-2.9776923222894,81,False,0.15370239075794764,0,1,1,1
9180,156.27785681840146,15.276658936249202,131,True,0.15354868836718968,6,1,0,4
9181,115.66954890288235,19.79621072120445,105,True,0.15339513967882248,0,2,1,0
9182,137.39682110228858,11.999253320336331,135,True,0.15324174453914366,7,7,6,3
9183,123.49158818784069,13.055123535824897,118,True,0.1530885027946045,2,3,2,6
9184,89.11339863911643,15.030087425079058,89,True,0.1529354142918099,1,0,0,0
9185,97.65984512130206,-3.0284607615129606,92,False,0.15278247887751809,0,0,0,0
9186,71.62996035210935,10.00046084756958,82,True,0.15262969639864057,0,3,1,0
9187,79.40477728394288,11.639960781718267,88,True,0.15247706670224193,0,4,0,1
9188,154.9767234193959,-3.3172288010146707,123,False,0.1523245896355397,0,2,2,0
9189,150.45788892446282,12.825790537946563,123,True,0.15217226504590414,2,1,2,1
9190,146.66026787834662,8.202394227374002,116,True,0.15202009278085823,0,0,0,1
9191,81.74574005653048,15.620692954036707,89,True,0.15186807268807737,3,0,1,1
9192,116.49246731206844,-3.1383288360849226,101,False,0.1517162046153893,0,0,0,0
9193,153.030197231617,11.560769503170073,123,True,0.1515644884107739,0,2,3,0
9194,137.9951832874284,-3.520966278935203,116,False,0.15141292392236314,3,1,0,0
9195,151.41077977835343,11.246196132221298,119,True,0.15126151099844076,0,1,0,0
9196,111.72408932404514,5.822621473783583,116,True,0.1511102494874423,5,7,2,3
9197,82.82909787800168,13.296513736327558,88,True,0.15095913923795487,0,1,0,2
9198,129.96269781819421,13.85108099431613,116,True,0.1508081800987169,1,0,4,3
9199,75.35639236084722,-3.016248463365513,81,False,0.1506573719186182,0,0,0,1
9200,70.20930468506398,14.687502088366593,82,True,0.1505067145466996,0,2,2,0
9201,81.60170962772429,-2.846550944736726,89,False,0.1503562078321529,2,0,3,0
9202,145.1146789539393,-3.528042987682869,115,False,0.15020585162432074,0,0,0,0
9203,145.59046088260766,18.909819331209064,121,True,0.15005564577269642,0,1,0,4
9204,57.8508993838738,10.645619361296486,73,True,0.14990559012692373,1,0,2,0
